time(s),nformants,F1(Hz),B1(Hz),F2(Hz),B2(Hz),F3(Hz),B3(Hz),F4(Hz),B4(Hz),F5(Hz),B5(Hz)
3.175660,4,855.576,156.361,1293.207,675.557,2705.414,334.866,4045.258,694.142,--undefined--,--undefined--
3.181910,4,828.622,375.277,1167.026,345.672,2673.173,141.617,4218.859,664.351,--undefined--,--undefined--
3.188160,4,719.268,396.968,1217.742,192.990,2665.848,141.438,3940.539,542.994,--undefined--,--undefined--
3.194410,4,766.550,245.983,1306.878,423.440,2698.570,255.519,3846.039,571.222,--undefined--,--undefined--
3.200660,4,752.287,488.659,1147.693,647.510,2696.486,253.161,3913.108,552.884,--undefined--,--undefined--
3.206910,4,640.203,577.980,1086.983,457.583,2730.839,223.832,4058.073,827.950,--undefined--,--undefined--
3.213160,4,578.128,589.144,1025.880,378.581,2713.442,131.809,3887.785,645.366,--undefined--,--undefined--
3.219410,4,425.177,523.161,884.790,247.559,2691.832,138.355,3683.559,380.848,--undefined--,--undefined--
3.225660,4,385.360,593.031,881.339,313.819,2728.020,215.020,3802.769,633.119,--undefined--,--undefined--
3.231910,4,605.185,711.870,1201.652,258.129,2850.212,337.211,4077.420,614.139,--undefined--,--undefined--
3.238160,4,603.816,1204.887,1137.990,230.902,2867.152,472.981,3901.803,505.141,--undefined--,--undefined--
3.244410,4,301.834,508.337,1105.295,250.032,2852.372,872.723,3645.982,528.369,--undefined--,--undefined--
3.250660,4,365.172,335.291,1156.979,257.797,2775.552,637.329,3796.001,812.642,--undefined--,--undefined--
3.256910,4,348.144,404.810,1087.263,316.537,2797.412,407.341,4032.737,1072.447,--undefined--,--undefined--
3.263160,4,242.663,580.745,1166.170,468.312,2783.387,192.018,4057.330,799.654,--undefined--,--undefined--
3.269410,3,1096.583,368.194,2752.550,158.966,3933.883,596.147,--undefined--,--undefined--,--undefined--,--undefined--
3.275660,4,164.871,337.062,1127.851,221.380,2715.565,306.380,3911.401,523.339,--undefined--,--undefined--
3.281910,4,133.164,414.097,1183.348,292.044,2694.837,494.082,4002.829,580.714,--undefined--,--undefined--
3.288160,4,168.903,231.002,1231.161,227.994,2660.653,637.100,4044.344,725.035,--undefined--,--undefined--
3.294410,5,171.954,188.957,1197.336,216.725,2718.177,616.465,3797.797,877.346,4779.968,1338.135
3.300660,5,162.642,292.452,1128.362,294.769,2660.255,600.232,3780.106,586.746,5043.812,1388.721
3.306910,5,109.214,453.485,1206.481,469.039,2632.300,752.662,3774.832,777.438,4826.663,1089.231
3.313160,4,1012.608,1037.433,2663.312,1199.565,3667.712,910.815,4827.683,1637.510,--undefined--,--undefined--
3.319410,4,870.659,911.587,2895.855,908.555,3571.656,460.661,4662.081,697.868,--undefined--,--undefined--
3.325660,4,915.213,600.047,3136.868,561.378,3538.259,276.392,4600.741,323.800,--undefined--,--undefined--
3.331910,4,1055.996,914.708,3282.990,256.956,3638.058,118.849,4655.676,270.475,--undefined--,--undefined--
3.338160,4,1933.415,919.845,3424.964,313.374,3688.123,209.627,4582.491,398.259,--undefined--,--undefined--
3.344410,4,2121.276,377.444,3382.673,266.242,3844.040,236.488,4504.695,207.917,--undefined--,--undefined--
3.350660,4,2212.469,368.742,3512.417,271.125,3898.191,849.258,4514.861,325.566,--undefined--,--undefined--
3.356910,4,2367.209,731.230,3381.921,1638.701,3497.331,341.175,4537.662,271.482,--undefined--,--undefined--
3.363160,5,872.103,733.203,2227.341,427.134,3401.455,416.782,3767.892,1089.192,4401.659,303.175
3.369410,5,762.805,1053.504,2206.678,846.249,2870.076,937.287,3720.586,556.197,4339.228,301.379
3.375660,4,1661.436,1783.111,2690.751,309.858,3645.159,142.889,4459.767,341.207,--undefined--,--undefined--
3.381910,5,550.636,1188.490,2269.920,2202.459,2576.321,604.883,3643.152,145.091,4480.900,309.871
3.388160,4,1378.230,631.941,2618.736,187.421,3596.392,156.917,4415.414,220.315,--undefined--,--undefined--
3.394410,5,699.339,2640.439,1347.753,1168.408,2675.851,100.285,3613.596,120.652,4510.120,278.075
3.400660,5,266.344,2018.124,1669.976,395.762,2702.280,104.537,3636.726,128.550,4571.535,279.380
3.406910,4,1614.004,227.543,2671.129,72.256,3710.066,151.604,4641.821,655.119,--undefined--,--undefined--
3.413160,4,1566.894,324.718,2646.587,69.478,3744.479,151.935,4759.037,726.662,--undefined--,--undefined--
3.419410,4,1562.658,175.026,2654.832,50.170,3691.948,121.296,4831.742,569.650,--undefined--,--undefined--
3.425660,5,131.947,1431.664,1570.276,165.190,2657.101,128.227,3583.632,116.095,4863.764,491.829
3.431910,5,651.557,1003.974,1609.115,105.363,2747.477,352.971,3657.409,243.807,4889.341,606.734
3.438160,5,369.427,1125.321,1579.613,310.208,2661.884,331.597,3685.603,345.908,4887.668,707.231
3.444410,4,1467.962,450.006,2466.994,653.600,3391.150,871.212,4358.456,1167.607,--undefined--,--undefined--
3.450660,4,1467.572,825.668,2427.770,939.371,3378.432,587.024,4677.279,868.138,--undefined--,--undefined--
3.456910,4,1172.906,1411.590,2190.769,769.473,3393.049,426.830,4814.897,572.923,--undefined--,--undefined--
3.463160,4,1316.034,1429.685,2261.782,785.499,3566.354,505.202,4446.514,2762.796,--undefined--,--undefined--
3.469410,4,1432.569,888.230,2315.114,529.429,3605.851,342.981,4777.575,2404.535,--undefined--,--undefined--
3.475660,4,1257.459,957.732,2438.292,563.729,3562.222,449.044,5328.025,1327.021,--undefined--,--undefined--
3.481910,5,991.448,889.841,1358.715,2876.930,2469.452,623.244,3527.966,418.481,5044.496,574.610
3.488160,5,990.740,519.875,2223.816,3680.514,2239.990,799.143,3325.724,558.807,4857.549,496.865
3.494410,4,1083.111,253.845,2163.501,379.892,3377.023,347.611,4813.012,577.726,--undefined--,--undefined--
3.500660,4,1069.915,493.694,2255.253,541.574,3473.672,543.748,4884.346,856.563,--undefined--,--undefined--
3.506910,5,976.667,821.640,1520.313,1935.946,2480.489,658.912,3759.773,860.348,4837.363,1096.099
3.513160,5,909.331,629.454,1379.065,5940.902,2367.728,668.239,3460.555,660.982,4794.398,1099.998
3.519410,4,977.408,824.690,2196.588,853.830,3512.133,475.133,4940.141,1558.123,--undefined--,--undefined--
3.525660,4,988.890,673.706,2056.128,705.817,3454.479,263.903,4615.338,1212.364,--undefined--,--undefined--
3.531910,5,851.328,525.742,1741.282,3165.032,2295.586,1018.062,3459.676,388.415,4905.860,660.881
3.538160,4,1054.216,528.547,2335.530,613.993,3466.103,604.666,4782.252,933.193,--undefined--,--undefined--
3.544410,4,1148.887,584.813,2146.262,338.819,3455.798,434.985,4524.971,907.679,--undefined--,--undefined--
3.550660,4,972.792,600.752,2206.247,385.661,3329.173,634.865,4480.722,608.467,--undefined--,--undefined--
3.556910,4,888.104,536.425,2127.933,563.423,3137.888,649.355,4389.626,578.876,--undefined--,--undefined--
3.563160,4,962.284,481.358,2079.883,559.806,3158.750,545.703,4362.698,534.167,--undefined--,--undefined--
3.569410,4,952.697,327.449,2161.163,391.731,3298.954,500.195,4326.497,545.784,--undefined--,--undefined--
3.575660,4,947.485,503.132,2157.444,518.038,3320.891,437.519,4427.056,780.333,--undefined--,--undefined--
3.581910,4,801.311,852.332,2000.337,920.617,3042.631,555.189,4265.518,578.797,--undefined--,--undefined--
3.588160,4,1349.170,737.617,2291.775,1006.926,3060.530,685.258,4169.460,482.678,--undefined--,--undefined--
3.594410,4,1308.648,460.851,2335.690,721.226,3434.375,870.295,4272.483,933.529,--undefined--,--undefined--
3.600660,5,869.884,1208.593,1745.372,1149.520,2754.009,1667.938,3744.253,1105.715,5064.366,1143.672
3.606910,4,1176.343,1366.654,2033.626,601.946,3190.776,700.721,4341.548,643.758,--undefined--,--undefined--
3.613160,4,1295.514,1125.610,2119.607,479.681,3287.316,635.512,4339.662,454.775,--undefined--,--undefined--
3.619410,5,666.510,731.444,1947.241,1020.317,3028.987,1463.743,3777.172,1756.248,4576.106,839.709
3.625660,4,791.184,659.307,2389.321,1602.478,3256.606,762.806,4683.105,683.665,--undefined--,--undefined--
3.631910,5,383.401,1078.280,1659.404,667.568,3050.379,578.535,4116.012,1158.312,4602.894,1376.818
3.638160,4,954.970,1940.044,1875.554,703.074,3408.715,544.405,4364.591,787.563,--undefined--,--undefined--
3.644410,4,1284.689,1337.884,2063.790,1070.426,3212.588,944.317,4127.998,588.595,--undefined--,--undefined--
3.650660,4,1149.601,1194.649,2219.906,720.363,3207.255,1064.582,4093.110,755.539,--undefined--,--undefined--
3.656910,4,993.105,1124.348,2101.914,680.114,3334.860,670.236,4323.746,774.746,--undefined--,--undefined--
3.663160,4,958.131,668.348,2338.978,659.344,3425.483,875.918,4385.389,684.150,--undefined--,--undefined--
3.669410,4,1040.847,651.607,2297.482,396.230,3648.090,509.658,4527.365,1572.642,--undefined--,--undefined--
3.675660,4,1171.662,631.522,2264.373,451.240,3761.961,540.745,4148.914,1603.477,--undefined--,--undefined--
3.681910,4,1093.594,879.613,2337.953,528.890,3433.363,1056.596,4204.297,833.034,--undefined--,--undefined--
3.688160,4,1294.126,818.888,2349.967,536.233,3350.398,623.349,4443.514,806.249,--undefined--,--undefined--
3.694410,4,1110.374,684.123,2361.299,505.107,3355.088,482.057,4370.026,519.561,--undefined--,--undefined--
3.700660,4,1154.088,774.055,2318.583,637.172,3270.445,433.513,4351.666,483.419,--undefined--,--undefined--
3.706910,4,1351.170,635.639,2366.984,832.853,3450.655,1032.467,4228.065,736.806,--undefined--,--undefined--
3.713160,4,1180.245,431.162,2460.342,436.056,3543.298,702.022,4361.680,632.649,--undefined--,--undefined--
3.719410,4,1107.739,643.559,2338.262,469.716,3336.464,444.250,4380.634,624.155,--undefined--,--undefined--
3.725660,4,878.562,720.643,2274.380,577.804,3217.911,548.147,4437.472,856.702,--undefined--,--undefined--
3.731910,4,1156.506,773.414,2232.286,827.913,3220.354,475.672,4489.979,587.003,--undefined--,--undefined--
3.738160,4,1265.271,575.948,2385.544,760.543,3302.211,721.792,4364.229,655.015,--undefined--,--undefined--
3.744410,4,1218.168,417.838,2422.291,420.855,3355.341,674.846,4380.272,698.288,--undefined--,--undefined--
3.750660,4,1327.826,514.099,2558.439,473.909,3200.409,1226.551,4268.863,752.743,--undefined--,--undefined--
3.756910,4,1424.949,668.205,2568.519,597.419,3365.879,1928.666,4231.353,972.260,--undefined--,--undefined--
3.763160,4,1375.493,776.988,2430.934,903.551,3426.594,987.728,4405.655,981.522,--undefined--,--undefined--
3.769410,4,1290.013,448.225,2434.115,435.845,3358.225,661.676,4429.185,702.098,--undefined--,--undefined--
3.775660,4,1336.875,318.750,2431.670,315.762,3378.175,485.457,4411.753,407.748,--undefined--,--undefined--
3.781910,4,1389.741,407.846,2420.458,531.845,3368.481,757.632,4368.758,427.391,--undefined--,--undefined--
3.788160,4,1563.571,1282.735,2570.224,863.824,3651.812,1050.177,4855.357,661.837,--undefined--,--undefined--
3.794410,4,1279.948,548.014,2374.579,459.923,3452.221,775.454,4664.444,629.992,--undefined--,--undefined--
3.800660,4,1277.690,412.651,2478.117,627.733,3350.730,892.148,4619.904,685.434,--undefined--,--undefined--
3.806910,4,1304.875,659.764,2363.713,1024.876,3345.729,693.049,4275.300,669.495,--undefined--,--undefined--
3.813160,4,1117.122,831.640,2353.587,567.636,3368.872,814.727,4316.336,736.733,--undefined--,--undefined--
3.819410,4,1245.308,590.295,2364.405,490.289,3411.573,646.909,4791.570,983.358,--undefined--,--undefined--
3.825660,4,1397.837,890.943,2386.490,600.826,3553.575,532.447,4862.379,945.229,--undefined--,--undefined--
3.831910,4,1431.373,617.142,2394.938,530.042,3589.954,618.805,4425.402,1327.996,--undefined--,--undefined--
3.838160,4,1511.349,1011.091,2364.680,685.067,3637.331,1047.869,4201.159,1385.495,--undefined--,--undefined--
3.844410,4,1305.811,956.870,2335.657,731.162,3458.936,728.499,4339.573,1025.232,--undefined--,--undefined--
3.850660,4,1334.861,857.010,2283.251,814.793,3538.175,659.486,4526.457,1487.135,--undefined--,--undefined--
3.856910,4,1425.230,874.926,2459.726,844.557,3416.537,541.560,4780.891,481.404,--undefined--,--undefined--
3.863160,4,1423.601,987.740,2234.086,629.121,3441.192,593.335,4710.259,646.177,--undefined--,--undefined--
3.869410,4,1347.400,679.531,2372.142,635.182,3370.939,917.490,4510.190,543.235,--undefined--,--undefined--
3.875660,4,1364.011,637.028,2347.505,668.580,3248.373,1022.507,4355.384,492.713,--undefined--,--undefined--
3.881910,4,1375.298,595.016,2354.403,802.495,3279.361,1018.082,4225.812,687.561,--undefined--,--undefined--
3.888160,4,1412.181,627.605,2824.397,870.537,3814.428,1061.482,5095.882,1509.845,--undefined--,--undefined--
3.894410,5,733.863,368.384,1925.099,999.388,2920.151,657.903,3852.996,849.805,4940.013,716.310
3.900660,5,529.085,829.648,1790.869,906.640,2713.963,745.666,3798.199,762.827,4814.251,678.649
3.906910,4,1315.780,1094.141,2341.217,673.671,3397.775,582.092,4656.967,960.515,--undefined--,--undefined--
3.913160,4,1117.976,1902.800,2176.376,835.565,3392.272,723.560,4517.385,1436.160,--undefined--,--undefined--
3.919410,5,166.171,1047.951,1881.995,649.034,2996.747,658.904,4142.400,1297.570,4649.666,1047.081
3.925660,4,1051.783,2404.705,1990.615,687.804,3131.764,393.999,4366.600,457.928,--undefined--,--undefined--
3.931910,4,1583.018,1073.784,2182.735,1069.935,3235.991,1267.994,4156.483,743.262,--undefined--,--undefined--
3.938160,5,775.831,508.047,1959.443,756.813,2822.394,1031.921,4063.460,890.281,5250.189,1492.382
3.944410,4,788.657,297.538,2132.795,803.420,3155.539,803.748,4481.314,1039.262,--undefined--,--undefined--
3.950660,4,754.907,153.038,2040.197,597.218,3119.582,540.151,4635.750,585.122,--undefined--,--undefined--
3.956910,4,737.462,161.468,2183.794,939.057,3205.590,753.537,4595.732,911.993,--undefined--,--undefined--
3.963160,5,730.924,203.350,1396.147,1953.365,2673.073,791.270,3610.668,684.080,4774.422,619.809
3.969410,5,679.417,83.470,1530.907,2009.408,2563.975,594.935,3524.435,464.012,4925.688,517.675
3.975660,5,711.412,48.096,1210.840,2659.372,2593.964,512.624,3440.893,487.148,5031.308,606.487
3.981910,5,759.103,18.166,1141.499,2457.045,2651.737,515.782,3529.717,915.330,4912.196,610.420
3.988160,5,772.952,20.495,917.725,2236.182,2702.756,457.627,3487.074,597.651,4725.354,209.805
3.994410,5,739.831,90.186,992.883,615.535,2782.753,282.999,3497.892,357.043,4698.112,159.073
4.000660,5,709.729,162.910,1026.870,174.638,2737.627,101.432,3413.253,62.692,4815.251,121.950
4.006910,5,749.579,165.965,1033.945,210.547,2734.359,107.913,3404.588,11.250,4852.705,117.883
4.013160,5,865.204,159.494,972.613,692.683,2845.307,268.454,3435.618,16.296,4790.420,274.500
4.019410,5,435.840,1570.170,923.434,146.698,2788.578,162.396,3453.999,22.011,4754.958,340.925
4.025660,5,113.606,1967.111,882.404,128.315,2721.468,102.699,3428.560,44.773,4880.079,297.204
4.031910,4,825.534,132.933,2642.671,56.862,3358.419,178.354,4867.228,361.482,--undefined--,--undefined--
4.038160,5,328.856,2203.583,825.021,125.238,2636.302,52.445,3384.035,131.341,4781.772,324.238
4.044410,4,774.023,108.448,2683.763,82.574,3341.417,210.077,4828.349,374.803,--undefined--,--undefined--
4.050660,4,795.618,70.152,2666.271,52.619,3381.494,411.964,4779.049,555.407,--undefined--,--undefined--
4.056910,4,815.127,76.579,2642.360,58.401,3435.043,421.837,4752.225,479.221,--undefined--,--undefined--
4.063160,4,785.649,72.786,2656.910,110.819,3428.056,733.271,4873.140,703.625,--undefined--,--undefined--
4.069410,5,617.737,2565.201,775.748,69.357,2718.341,184.180,3640.150,723.199,5038.827,646.917
4.075660,4,744.522,128.345,2643.084,172.214,3613.709,562.679,5083.918,710.031,--undefined--,--undefined--
4.081910,4,677.207,105.056,2594.179,310.076,3532.766,487.504,5069.099,751.829,--undefined--,--undefined--
4.088160,5,357.455,418.139,696.963,256.432,2691.625,210.387,3783.761,550.812,4958.108,524.333
4.094410,5,394.709,53.659,773.066,60.775,2645.256,39.793,3526.934,266.887,4764.449,355.421
4.100660,5,407.308,33.525,758.197,47.728,2638.005,23.400,3483.669,342.113,4601.173,269.103
4.106910,5,396.965,33.643,721.307,51.612,2635.592,20.326,3469.873,554.968,4614.944,296.951
4.113160,5,387.611,44.077,715.000,63.160,2634.371,20.295,3537.111,1036.688,4553.882,263.675
4.119410,5,385.347,40.370,723.042,50.934,2623.281,30.046,3618.535,576.698,4609.466,322.730
4.125660,5,373.438,61.779,702.934,74.480,2648.424,43.978,3533.053,297.052,4580.249,340.326
4.131910,5,368.730,58.917,711.200,46.692,2671.021,38.974,3507.028,394.712,4575.139,419.708
4.138160,5,366.568,46.688,731.709,35.238,2679.758,32.434,3504.977,761.838,4560.060,398.936
4.144410,5,364.415,33.079,743.788,25.269,2655.310,77.949,3495.159,397.812,4609.302,467.353
4.150660,5,364.133,31.852,746.038,26.984,2628.719,165.634,3464.867,302.628,4729.155,606.704
4.156910,5,371.649,31.566,742.523,32.940,2631.292,289.406,3465.411,635.085,4760.717,700.288
4.163160,5,373.980,33.391,722.004,46.219,2646.599,167.227,3873.441,887.792,4602.319,1183.355
4.169410,5,371.092,36.842,697.295,54.603,2649.137,168.073,3722.963,892.959,4504.424,763.012
4.175660,5,369.156,38.035,699.342,45.525,2625.742,276.847,3513.764,377.464,4495.344,742.859
4.181910,5,364.809,45.330,708.944,45.765,2653.506,382.682,3475.221,351.725,4687.440,895.453
4.188160,5,360.996,53.359,719.776,55.345,2747.282,720.487,3483.112,568.980,4739.567,863.002
4.194410,5,361.354,53.040,729.003,57.652,2736.356,464.057,3608.141,631.008,4779.553,1097.579
4.200660,4,358.243,69.173,710.566,71.112,2810.799,494.917,3688.521,551.941,--undefined--,--undefined--
4.206910,4,342.412,78.202,691.851,69.572,2780.740,502.783,3695.531,636.187,--undefined--,--undefined--
4.213160,5,328.151,80.071,700.596,57.342,2780.984,583.746,3601.011,867.062,4850.243,1275.972
4.219410,5,327.205,87.766,738.874,49.084,2868.127,406.267,4181.802,2195.047,4373.309,1200.838
4.225660,5,330.425,79.462,757.150,38.652,2804.976,441.058,4294.392,1337.046,4393.800,2150.908
4.231910,5,339.932,62.154,754.774,38.530,2839.069,1026.686,3377.832,1045.151,4715.062,771.977
4.238160,5,347.997,58.270,743.983,48.102,2786.478,865.021,3462.062,733.793,4900.411,1220.237
4.244410,5,356.779,56.422,737.060,56.244,2752.746,1284.553,3275.318,475.237,4686.480,800.127
4.250660,5,364.697,44.637,744.292,43.824,2774.961,666.805,3447.986,700.824,4730.869,730.204
4.256910,5,370.868,41.207,759.930,34.170,2726.387,552.149,3541.401,705.063,4806.946,747.021
4.263160,5,375.866,44.997,767.254,32.395,2805.021,746.566,3450.504,444.114,4716.298,604.535
4.269410,5,378.901,53.017,769.211,32.838,2783.109,1158.319,3477.034,372.042,4688.783,648.290
4.275660,5,381.563,48.848,770.824,26.983,2666.004,812.155,3452.661,427.293,4703.909,630.045
4.281910,5,383.139,46.803,769.290,23.180,2680.939,566.779,3471.066,608.052,4721.422,583.828
4.288160,5,380.459,52.879,768.267,24.871,2738.290,654.784,3493.590,620.794,4905.158,848.232
4.294410,5,377.132,53.396,767.615,26.625,2820.114,1103.916,3386.860,367.823,4739.581,557.303
4.300660,5,374.075,70.208,763.026,29.476,2793.748,1014.710,3417.801,309.767,4691.041,651.820
4.306910,5,372.306,73.206,764.979,31.786,2883.340,955.719,3426.764,312.237,4911.062,1130.446
4.313160,5,377.496,62.441,765.796,30.225,2731.562,816.155,3436.661,255.978,4807.888,801.542
4.319410,5,381.674,54.837,770.292,28.263,2724.995,677.070,3437.005,278.245,4917.885,820.272
4.325660,5,379.281,53.649,766.883,27.484,2683.686,460.249,3420.448,309.541,4867.475,758.796
4.331910,5,372.333,63.839,764.068,29.639,2635.291,579.630,3408.308,320.943,4821.554,703.221
4.338160,5,371.165,79.441,768.623,33.885,2851.160,768.149,3542.298,666.385,4729.471,926.973
4.344410,5,376.914,82.945,771.959,30.165,2875.120,600.277,3687.718,927.539,4616.134,1061.715
4.350660,5,372.732,81.302,774.496,26.059,2780.934,353.227,3656.473,1187.100,4656.835,840.658
4.356910,5,368.663,77.569,775.995,20.088,2736.459,537.953,3424.659,689.941,4593.449,384.929
4.363160,5,369.697,86.038,777.326,17.427,2799.864,564.440,3476.805,714.042,4649.797,687.026
4.369410,5,372.290,82.247,779.881,13.525,2735.790,355.529,3462.884,431.843,4821.394,771.609
4.375660,5,366.129,71.774,784.232,10.550,2723.629,240.337,3449.292,379.415,5050.017,703.024
4.381910,5,358.287,70.000,785.177,11.358,2706.903,180.950,3434.929,356.997,5041.108,578.636
4.388160,5,350.777,76.200,785.686,15.965,2681.161,133.901,3417.052,241.359,4869.180,669.536
4.394410,5,348.870,70.582,799.233,20.452,2667.403,166.603,3378.983,250.710,4750.149,729.029
4.400660,5,346.263,68.766,810.205,29.536,2648.319,375.784,3356.576,426.883,4659.798,464.271
4.406910,5,347.915,90.102,819.606,33.770,2609.434,622.382,3317.973,491.025,4747.908,693.557
4.413160,5,346.835,87.238,824.918,27.245,2658.791,395.360,3392.462,694.834,4846.157,977.856
4.419410,5,343.263,84.125,821.026,36.505,2556.634,244.504,3345.235,344.373,4742.220,486.359
4.425660,5,338.736,82.474,823.533,75.189,2537.668,67.928,3322.737,238.130,4665.264,382.552
4.431910,5,343.812,95.478,838.145,78.457,2547.820,32.883,3352.325,296.425,4654.139,465.743
4.438160,5,348.028,105.222,846.911,71.566,2553.378,49.019,3411.614,607.030,4654.821,469.798
4.444410,5,351.360,97.783,861.099,128.604,2492.062,59.912,3315.036,570.805,4646.321,416.497
4.450660,5,366.110,127.852,822.681,353.198,2467.646,59.821,3265.213,497.028,4542.173,290.846
4.456910,5,376.261,134.774,828.903,320.669,2452.046,76.033,3320.788,309.637,4499.126,236.762
4.463160,5,404.837,175.707,824.581,553.166,2425.275,157.320,3248.046,153.523,4470.549,320.169
4.469410,5,414.432,247.049,791.027,680.380,2433.369,210.941,3222.595,166.255,4485.972,400.569
4.475660,5,394.516,271.242,863.070,475.949,2589.746,479.309,3194.125,479.182,4542.870,621.228
4.481910,5,420.200,270.343,816.427,1027.320,2585.235,712.148,3174.282,585.427,4765.326,973.405
4.488160,4,439.414,276.288,1951.884,2004.768,2958.704,588.935,4470.203,1559.748,--undefined--,--undefined--
4.494410,4,330.057,300.250,957.773,1086.025,2740.501,691.577,4092.165,907.922,--undefined--,--undefined--
4.500660,5,261.245,291.242,943.045,688.294,2624.052,702.446,3852.481,750.154,4858.891,1196.759
4.506910,5,196.751,301.104,883.376,710.584,2617.475,630.551,3611.662,561.082,4730.795,618.505
4.513160,5,173.125,466.687,678.170,918.368,2672.993,573.010,3847.403,785.619,4690.155,1193.045
4.519410,5,180.927,250.117,877.542,561.572,2812.348,483.988,3783.525,725.765,4903.736,1071.229
4.525660,5,152.961,239.547,962.865,645.180,2862.590,596.667,3777.209,804.386,4890.331,1019.474
4.531910,5,115.724,300.487,983.800,679.894,2591.539,551.251,3747.117,648.335,4831.877,943.724
4.538160,4,830.587,928.292,2417.988,607.311,3714.409,826.246,4560.502,1028.466,--undefined--,--undefined--
4.544410,4,1750.399,1288.842,1792.817,297.266,3013.914,143.684,4584.080,724.677,--undefined--,--undefined--
4.550660,5,322.268,811.908,1744.467,373.139,1865.779,740.640,3015.372,86.002,4591.762,1014.243
4.556910,4,1735.914,239.710,2423.982,1786.400,3161.192,186.493,4644.440,1901.943,--undefined--,--undefined--
4.563160,4,1793.495,334.434,3013.701,1518.507,3237.488,53.117,4840.482,1497.092,--undefined--,--undefined--
4.569410,4,1664.337,299.699,2529.392,1267.451,3211.333,25.302,4591.171,552.085,--undefined--,--undefined--
4.575660,4,1617.622,237.250,2507.580,1292.792,3198.147,62.446,4584.136,514.174,--undefined--,--undefined--
4.581910,5,125.118,839.078,1673.694,243.449,2825.960,1585.022,3262.445,233.097,4761.903,1048.649
4.588160,4,1557.634,266.274,2143.521,2776.534,3268.238,87.083,4823.779,1294.526,--undefined--,--undefined--
4.594410,4,1567.539,209.408,1981.787,1641.810,3257.139,73.834,4690.182,622.592,--undefined--,--undefined--
4.600660,4,1620.108,1690.130,1702.616,232.245,3251.880,103.646,4708.199,1014.617,--undefined--,--undefined--
4.606910,4,1679.692,227.981,1829.051,924.305,3246.461,52.281,4349.354,595.703,--undefined--,--undefined--
4.613160,4,1651.376,174.285,1986.533,947.895,3219.654,87.305,4395.353,482.494,--undefined--,--undefined--
4.619410,4,1627.405,330.467,2134.633,1154.358,3167.413,295.244,4421.209,507.283,--undefined--,--undefined--
4.625660,4,1630.220,339.474,1973.736,1372.835,3201.070,255.028,4238.675,777.225,--undefined--,--undefined--
4.631910,4,1640.975,342.763,1951.737,1983.704,3237.169,239.239,4378.860,675.643,--undefined--,--undefined--
4.638160,4,1491.925,229.402,2320.722,917.297,3256.191,314.610,4370.332,647.839,--undefined--,--undefined--
4.644410,4,1528.675,215.405,2351.812,1523.193,3101.809,544.475,4227.837,717.650,--undefined--,--undefined--
4.650660,3,1610.103,269.421,3082.964,511.144,4226.780,773.219,--undefined--,--undefined--,--undefined--,--undefined--
4.656910,4,1091.218,2927.282,1543.007,415.371,3171.392,329.303,4183.158,610.360,--undefined--,--undefined--
4.663160,4,1323.159,613.676,2253.806,952.242,3155.438,714.705,4300.084,700.981,--undefined--,--undefined--
4.669410,4,1520.670,454.638,2339.382,1901.954,3165.658,701.847,4261.167,1145.641,--undefined--,--undefined--
4.675660,4,1535.647,352.157,2570.518,2095.973,3249.012,523.395,4785.519,1421.631,--undefined--,--undefined--
4.681910,4,1698.232,781.206,2647.116,2222.052,3106.086,1542.262,3930.724,2288.001,--undefined--,--undefined--
4.688160,4,487.447,1642.810,1857.576,628.104,3215.894,641.378,4317.381,971.926,--undefined--,--undefined--
4.694410,4,1175.660,874.569,2284.782,589.351,3500.632,600.251,4497.221,918.993,--undefined--,--undefined--
4.700660,4,1363.753,539.361,2311.294,499.828,3376.803,374.607,4424.425,534.479,--undefined--,--undefined--
4.706910,4,1473.019,536.327,2492.597,757.782,3393.443,590.996,4563.971,902.690,--undefined--,--undefined--
4.713160,4,1386.611,758.205,2380.505,758.440,3538.681,1153.270,4198.366,1276.177,--undefined--,--undefined--
4.719410,4,1137.157,868.198,2327.366,641.581,3238.670,665.707,4132.537,696.738,--undefined--,--undefined--
4.725660,4,1413.686,1025.065,2522.257,691.913,3443.202,973.785,4571.127,2022.782,--undefined--,--undefined--
4.731910,4,1591.937,760.986,2651.646,507.525,3625.151,622.083,4946.151,613.724,--undefined--,--undefined--
4.738160,4,1459.022,716.071,2604.752,607.566,3710.978,528.836,5172.531,1224.751,--undefined--,--undefined--
4.744410,4,1792.159,4331.943,1817.992,908.120,2884.321,1401.136,3989.936,945.777,--undefined--,--undefined--
4.750660,3,1959.174,822.571,2625.489,1601.984,3788.797,798.864,--undefined--,--undefined--,--undefined--,--undefined--
4.756910,4,1452.589,1202.266,2434.781,792.942,3564.846,583.743,5191.967,931.811,--undefined--,--undefined--
4.763160,4,1664.227,1171.562,2462.806,691.712,3603.213,547.797,4910.190,846.176,--undefined--,--undefined--
4.769410,4,1793.785,785.918,2574.693,427.057,3844.242,475.102,4818.955,665.177,--undefined--,--undefined--
4.775660,4,1518.783,883.615,2506.120,515.798,3798.633,749.207,4801.533,624.693,--undefined--,--undefined--
4.781910,4,1389.868,877.123,2588.778,584.881,3533.019,1051.564,4739.875,852.340,--undefined--,--undefined--
4.788160,4,1213.681,1226.493,2412.372,554.190,3465.748,536.312,4796.457,402.956,--undefined--,--undefined--
4.794410,4,1175.789,699.490,2529.940,730.428,3427.556,599.790,4745.786,458.433,--undefined--,--undefined--
