time(s),nformants,F1(Hz),B1(Hz),F2(Hz),B2(Hz),F3(Hz),B3(Hz),F4(Hz),B4(Hz),F5(Hz),B5(Hz)
1.550660,5,970.868,1484.803,1881.044,44.959,2696.268,32.391,3090.360,1128.405,4729.716,728.040
1.556910,4,1938.808,78.402,1991.635,1667.333,2697.629,79.897,3600.602,297.716,--undefined--,--undefined--
1.563160,4,1337.836,1220.123,1970.568,114.235,2751.609,109.610,3589.165,123.900,--undefined--,--undefined--
1.569410,4,1367.569,1641.397,1859.508,46.007,2722.414,108.522,3584.731,139.641,--undefined--,--undefined--
1.575660,5,863.917,819.314,1899.107,28.845,2738.547,59.769,3552.415,230.290,5015.939,2148.021
1.581910,5,776.251,305.755,1917.450,31.387,2692.402,54.921,3517.559,190.340,4837.131,1143.764
1.588160,5,767.654,506.213,1912.648,31.952,2638.856,78.763,3465.972,252.047,4775.473,518.857
1.594410,5,701.878,560.724,1933.885,54.738,2527.989,196.547,3532.099,110.392,4824.656,747.148
1.600660,5,746.923,502.706,1920.990,47.980,2551.431,187.262,3558.598,166.105,5018.147,1155.632
1.606910,5,799.129,376.709,1914.438,37.936,2573.014,111.321,3513.458,193.665,4862.049,612.219
1.613160,5,794.250,337.392,1957.078,72.079,2631.485,109.829,3529.342,150.148,4843.192,594.174
1.619410,5,802.234,216.655,2019.527,60.189,2711.838,74.406,3552.234,85.923,4822.835,869.076
1.625660,5,747.333,120.107,2002.983,55.459,2681.679,61.747,3546.127,82.845,4741.365,487.472
1.631910,5,739.892,100.122,1988.041,31.484,2649.617,94.167,3511.111,138.132,4733.473,448.994
1.638160,5,709.799,135.470,1954.149,40.478,2582.968,174.510,3514.413,98.632,4755.232,170.757
1.644410,5,467.327,213.592,1922.198,41.276,2524.422,154.449,3472.248,195.082,4803.157,151.056
1.650660,5,330.642,220.204,1920.502,92.977,2599.518,142.935,3435.744,313.638,4767.576,284.412
1.656910,5,306.714,180.002,1985.674,201.915,2622.078,350.972,3344.816,1203.580,4546.042,945.676
1.663160,4,392.149,199.511,1983.581,137.555,2565.047,238.642,3637.339,397.637,--undefined--,--undefined--
1.669410,4,420.607,155.867,1942.305,135.818,2605.060,236.019,3550.036,326.428,--undefined--,--undefined--
1.675660,4,395.455,140.670,1949.524,196.604,2595.252,222.675,3614.495,226.003,--undefined--,--undefined--
1.681910,5,407.258,112.671,1981.313,258.414,2539.104,441.620,3503.590,570.122,4572.894,1808.151
1.688160,5,411.577,89.322,1926.002,157.819,2510.803,440.161,3407.710,404.276,4602.280,788.530
1.694410,5,405.810,93.444,1882.237,203.274,2514.979,340.761,3328.778,460.803,4533.232,478.543
1.700660,5,411.647,100.025,1893.108,334.074,2516.551,216.230,3470.946,252.200,4543.095,551.567
1.706910,5,406.312,117.808,1922.430,169.166,2566.153,239.711,3512.419,326.900,4492.359,1469.220
1.713160,4,404.248,143.756,1979.195,161.194,2608.238,251.720,3571.410,195.850,--undefined--,--undefined--
1.719410,4,395.564,147.338,1971.278,216.319,2566.105,197.079,3590.460,176.123,--undefined--,--undefined--
1.725660,5,385.274,138.126,1933.176,206.987,2566.690,195.889,3538.922,674.986,4006.408,1856.474
1.731910,5,394.187,146.194,1976.659,216.659,2579.446,245.315,3442.737,597.876,4204.203,1310.273
1.738160,5,398.853,144.077,1976.789,312.083,2533.502,236.110,3529.737,579.064,4345.009,1155.563
1.744410,5,403.201,154.451,1951.690,446.542,2449.365,327.081,3508.559,468.530,4329.396,1148.114
1.750660,5,414.522,139.754,1949.551,279.420,2531.050,531.374,3285.803,724.534,4400.414,824.509
1.756910,5,410.977,136.601,1935.445,256.938,2503.290,520.899,3137.959,729.245,4438.037,567.775
1.763160,5,414.001,140.845,1879.652,381.101,2471.942,261.374,3305.155,565.179,4480.870,580.263
1.769410,5,408.907,141.044,1792.174,667.285,2451.303,223.469,3453.909,325.511,4529.803,545.848
1.775660,5,399.378,146.833,1884.932,354.676,2527.911,458.021,3261.497,706.541,4485.570,647.086
1.781910,5,377.572,122.138,1865.813,163.749,2442.245,299.053,3283.344,597.260,4575.739,367.576
1.788160,5,364.573,106.286,1883.900,187.031,2485.871,384.948,3251.313,522.671,4572.814,349.084
1.794410,5,359.502,136.424,1969.101,464.385,2573.528,930.740,2930.014,540.996,4501.301,423.402
1.800660,5,370.073,127.419,1893.719,389.640,2584.263,300.824,3113.173,1011.713,4416.920,518.506
1.806910,5,387.767,129.886,1886.180,359.888,2557.705,306.149,3520.968,1337.739,4138.867,1391.037
1.813160,4,406.885,151.780,1952.158,202.353,2549.026,368.562,3583.024,191.139,--undefined--,--undefined--
1.819410,4,413.360,157.054,1945.893,156.353,2590.387,263.271,3567.770,170.665,--undefined--,--undefined--
1.825660,4,446.990,204.142,1998.684,213.219,2585.645,113.927,3629.721,223.490,--undefined--,--undefined--
1.831910,4,454.086,170.891,1980.242,140.385,2613.138,122.636,3576.951,302.921,--undefined--,--undefined--
1.838160,4,443.363,139.857,1942.883,123.782,2615.436,185.331,3550.059,481.942,--undefined--,--undefined--
1.844410,4,441.512,152.873,1969.160,209.993,2638.502,201.983,3484.500,433.027,--undefined--,--undefined--
1.850660,4,434.542,171.273,1978.725,235.359,2690.904,208.000,3476.273,450.115,--undefined--,--undefined--
1.856910,4,433.575,212.114,1992.685,245.973,2665.312,238.219,3553.775,425.378,--undefined--,--undefined--
1.863160,4,431.804,209.131,1942.758,203.492,2603.834,199.607,3576.847,465.842,--undefined--,--undefined--
1.869410,4,415.865,165.940,1886.942,158.829,2594.579,149.657,3542.373,439.554,--undefined--,--undefined--
1.875660,4,400.690,175.980,1911.431,253.578,2618.074,195.597,3537.676,309.813,--undefined--,--undefined--
1.881910,4,392.757,182.579,1890.534,200.950,2639.844,225.238,3533.147,325.279,--undefined--,--undefined--
1.888160,4,387.408,159.531,1919.286,225.414,2639.118,159.287,3577.757,142.135,--undefined--,--undefined--
1.894410,4,372.404,165.645,1904.764,310.976,2625.728,163.262,3580.761,120.626,--undefined--,--undefined--
1.900660,4,351.052,151.955,1904.201,192.084,2556.493,246.408,3674.286,241.979,--undefined--,--undefined--
1.906910,5,341.652,135.731,1917.740,111.054,2586.564,205.677,3766.253,289.987,3904.317,2631.588
1.913160,5,346.083,137.209,1889.834,97.571,2667.112,166.078,3708.084,535.705,3823.175,3063.031
1.919410,4,364.488,140.942,1901.696,153.716,2656.220,124.718,3662.043,567.947,--undefined--,--undefined--
1.925660,4,376.609,162.901,1986.946,302.744,2627.949,157.397,3620.942,397.973,--undefined--,--undefined--
1.931910,4,387.375,179.735,1913.012,149.974,2659.417,103.377,3513.159,352.383,--undefined--,--undefined--
1.938160,5,379.418,138.207,1898.168,130.664,2670.573,166.095,3521.956,3174.543,3590.289,479.439
1.944410,5,386.442,153.434,1891.598,154.647,2649.293,169.661,3637.722,270.393,3906.060,3140.662
1.950660,4,383.095,158.232,1854.924,121.614,2613.712,170.645,3682.423,120.664,--undefined--,--undefined--
1.956910,4,372.856,165.014,1876.178,102.574,2633.051,187.500,3655.254,165.773,--undefined--,--undefined--
1.963160,5,378.521,130.999,1886.115,115.748,2666.270,170.489,3678.691,198.769,4183.445,4751.835
1.969410,4,397.500,128.771,1867.223,103.632,2687.637,210.827,3631.705,137.882,--undefined--,--undefined--
1.975660,4,398.498,102.302,1861.850,96.794,2680.668,289.362,3633.341,55.250,--undefined--,--undefined--
1.981910,4,407.401,75.739,1873.474,118.648,2687.122,636.200,3656.930,63.103,--undefined--,--undefined--
1.988160,4,410.386,70.076,1850.052,175.608,2756.765,619.494,3675.734,61.322,--undefined--,--undefined--
1.994410,4,416.923,70.215,1908.518,201.904,2718.255,258.931,3662.918,68.769,--undefined--,--undefined--
2.000660,4,422.397,77.748,1947.079,206.784,2714.532,181.779,3671.038,100.503,--undefined--,--undefined--
2.006910,5,412.065,60.354,1855.649,319.654,2697.326,255.540,3817.465,1985.881,3846.206,272.640
2.013160,5,405.911,50.833,1803.938,294.977,2714.195,123.710,3826.938,869.259,3931.763,449.099
2.019410,5,404.722,46.999,1770.686,257.354,2674.744,207.624,3800.515,198.731,4030.065,1888.125
2.025660,4,398.366,47.737,1818.485,171.405,2630.705,207.704,3778.780,121.241,--undefined--,--undefined--
2.031910,4,383.065,56.044,1850.535,209.419,2660.044,282.609,3804.492,128.709,--undefined--,--undefined--
2.038160,4,292.214,141.317,1906.385,300.390,2660.827,290.211,3786.002,166.127,--undefined--,--undefined--
2.044410,4,199.087,199.682,1888.020,303.070,2695.515,282.187,3813.464,280.702,--undefined--,--undefined--
2.050660,4,191.713,159.007,1849.557,181.409,2707.294,231.831,3768.216,211.023,--undefined--,--undefined--
2.056910,4,208.748,153.380,1904.768,171.027,2755.987,291.504,3849.854,272.112,--undefined--,--undefined--
2.063160,4,207.247,151.754,1851.806,119.077,2746.751,320.953,4018.803,333.945,--undefined--,--undefined--
2.069410,4,192.846,120.759,1844.947,174.768,2856.370,421.311,4041.033,338.907,--undefined--,--undefined--
2.075660,4,186.130,99.780,1850.854,167.222,3014.430,439.417,4115.992,531.519,--undefined--,--undefined--
2.081910,4,179.035,55.386,1832.671,178.806,3008.349,791.562,4030.314,664.318,--undefined--,--undefined--
2.088160,4,186.469,80.297,1894.116,534.326,2791.128,820.200,3941.382,550.871,--undefined--,--undefined--
2.094410,4,181.300,100.753,1813.614,938.910,2577.646,842.935,3929.822,626.016,--undefined--,--undefined--
2.100660,4,184.409,84.532,1548.274,1072.075,2604.735,661.320,3783.072,476.858,--undefined--,--undefined--
2.106910,5,210.273,101.301,1730.338,2535.243,2512.091,676.339,4213.073,564.557,4555.755,2616.125
2.113160,5,307.207,191.986,1700.404,458.374,2596.367,344.888,4107.344,461.959,4422.623,239.638
2.119410,5,472.097,156.358,1738.445,267.518,2673.555,183.398,4103.435,269.318,4472.824,170.943
2.125660,5,395.739,161.078,1719.425,247.006,2714.758,85.886,4138.606,174.418,4569.139,84.590
2.131910,5,312.247,225.036,1742.805,190.579,2732.815,63.604,4278.026,159.624,4589.047,77.251
2.138160,5,275.674,268.289,1763.289,275.972,2733.748,101.169,4298.928,267.910,4555.379,88.433
2.144410,5,289.388,309.397,1687.817,508.057,2689.349,167.909,4243.926,379.380,4505.234,165.543
2.150660,5,312.732,261.725,1618.381,620.259,2712.621,284.317,4284.610,300.038,4421.735,387.956
2.156910,5,199.761,509.567,1321.010,1729.958,2639.225,268.365,4154.966,628.598,4429.402,215.673
2.163160,5,157.560,324.022,1782.451,1571.275,2606.182,311.559,4109.731,1000.893,4415.723,183.764
2.169410,5,173.361,270.592,1818.055,592.945,2672.602,216.304,4112.828,844.766,4513.147,391.346
2.175660,5,176.248,236.489,1706.446,457.777,2666.231,175.200,4415.853,342.610,4428.475,886.584
2.181910,5,148.151,192.303,1746.143,293.530,2702.250,265.871,4409.154,989.901,4441.365,195.006
2.188160,5,153.776,237.581,1704.411,269.310,2731.822,443.128,4012.940,898.162,4560.161,139.048
2.194410,5,106.188,393.442,1600.487,373.235,2650.625,412.478,3900.021,745.966,4599.783,214.941
2.200660,4,1598.846,87.594,2648.846,322.982,4015.920,711.957,4665.672,155.532,--undefined--,--undefined--
2.206910,4,1593.218,57.005,2656.605,389.953,4017.506,1000.878,4662.606,102.703,--undefined--,--undefined--
2.213160,5,155.459,721.215,1570.252,172.102,2640.483,566.809,3762.494,732.115,4666.283,88.523
2.219410,4,1557.308,181.855,2883.332,939.908,3621.347,840.600,4673.966,149.979,--undefined--,--undefined--
2.225660,4,1560.270,266.196,2922.222,1021.960,3574.462,1377.157,4734.697,625.610,--undefined--,--undefined--
2.231910,5,379.808,1196.560,1521.316,346.986,2819.321,507.370,3722.482,2016.490,4682.152,577.878
2.238160,5,343.804,872.991,1495.494,242.760,2712.942,306.374,3826.008,1071.027,4819.506,755.477
2.244410,5,388.411,877.023,1538.802,142.689,2758.572,683.563,3678.668,813.410,5009.933,690.870
2.250660,5,597.912,964.968,1517.499,98.608,2786.207,442.523,3712.702,862.488,5012.673,717.908
2.256910,5,367.368,1387.983,1486.234,210.708,2691.531,570.635,3705.954,695.441,5004.806,777.375
2.263160,5,577.795,1356.518,1392.635,683.358,2583.745,848.109,3721.433,782.160,4767.410,617.435
2.269410,4,1402.566,496.123,2507.626,921.583,3848.525,869.584,4642.338,1384.754,--undefined--,--undefined--
2.275660,4,1400.727,486.148,2562.607,681.244,3749.976,700.786,4670.392,792.623,--undefined--,--undefined--
2.281910,4,1390.728,797.353,2553.726,706.178,3642.028,692.540,4863.525,820.612,--undefined--,--undefined--
2.288160,4,1255.401,691.007,2495.435,704.803,3722.320,1179.162,4343.628,1897.135,--undefined--,--undefined--
2.294410,4,1315.283,728.711,2375.759,859.461,3181.845,970.286,4334.955,398.886,--undefined--,--undefined--
2.300660,4,1145.974,489.289,2270.348,549.850,3372.015,555.021,4388.666,497.600,--undefined--,--undefined--
2.306910,4,1149.997,537.101,2492.189,853.567,3381.285,837.856,4585.317,894.384,--undefined--,--undefined--
2.313160,4,1299.996,714.238,2641.677,490.638,3705.985,1730.866,4171.840,1103.967,--undefined--,--undefined--
2.319410,3,1362.250,672.075,2535.665,475.531,3912.138,459.559,--undefined--,--undefined--,--undefined--,--undefined--
2.325660,4,1346.220,467.740,2391.861,655.830,3590.178,1319.652,4085.506,821.812,--undefined--,--undefined--
2.331910,4,1364.280,635.124,2388.056,517.353,3305.525,811.181,4381.313,684.955,--undefined--,--undefined--
2.338160,3,1582.017,1125.480,2658.887,694.800,3971.331,1209.042,--undefined--,--undefined--,--undefined--,--undefined--
2.344410,4,1750.659,599.872,2965.066,680.341,3837.459,1422.928,4927.225,1001.489,--undefined--,--undefined--
2.350660,4,1688.378,643.153,2632.217,1383.980,3764.462,1302.724,4773.197,1486.186,--undefined--,--undefined--
2.356910,4,1682.458,587.179,2747.015,783.621,3848.827,672.106,5003.190,1095.535,--undefined--,--undefined--
2.363160,4,1454.651,1066.640,2515.029,976.359,3219.263,974.276,4448.678,1093.511,--undefined--,--undefined--
2.369410,4,1414.079,654.307,2521.154,716.344,3143.482,791.526,4330.925,606.802,--undefined--,--undefined--
2.375660,4,1294.780,792.722,2270.169,555.785,3220.239,522.655,4346.749,674.610,--undefined--,--undefined--
2.381910,4,813.956,1224.565,2216.835,581.678,3428.255,636.139,4718.400,1113.315,--undefined--,--undefined--
2.388160,4,1021.016,1210.944,2238.524,589.546,3486.063,687.633,4783.257,817.854,--undefined--,--undefined--
2.394410,4,1378.841,837.741,2180.228,955.310,3268.486,981.082,4193.599,765.134,--undefined--,--undefined--
2.400660,4,1357.590,505.607,2440.836,967.302,3331.340,820.230,4497.732,1338.187,--undefined--,--undefined--
2.406910,4,1321.165,506.673,2293.243,561.801,3370.255,474.417,4782.701,653.701,--undefined--,--undefined--
2.413160,4,1177.184,581.171,2364.179,358.403,3563.155,466.546,4819.108,521.631,--undefined--,--undefined--
2.419410,4,1419.519,703.952,2702.767,628.003,3971.458,903.548,4826.646,1188.952,--undefined--,--undefined--
2.425660,4,1512.414,649.587,2970.355,708.898,3858.452,1832.869,4526.225,893.048,--undefined--,--undefined--
2.431910,4,1147.474,843.159,2365.438,741.085,3498.941,711.685,4825.267,1026.864,--undefined--,--undefined--
2.438160,4,1163.107,647.815,2296.153,500.559,3254.568,679.521,4304.505,685.035,--undefined--,--undefined--
2.444410,4,1248.411,690.197,2320.639,492.010,3267.671,715.282,4286.286,552.759,--undefined--,--undefined--
2.450660,4,1274.714,846.355,2336.849,624.983,3502.140,929.580,4334.992,752.608,--undefined--,--undefined--
2.456910,4,1190.082,498.788,2342.590,448.526,3598.195,1411.108,4207.677,764.637,--undefined--,--undefined--
2.463160,4,1229.191,426.667,2291.557,511.672,3629.264,1012.491,4201.889,1086.447,--undefined--,--undefined--
2.469410,4,1290.941,1061.247,2146.712,865.615,3276.042,841.904,4285.925,766.055,--undefined--,--undefined--
2.475660,4,1313.813,659.594,2206.841,621.505,3266.308,537.806,4516.315,780.902,--undefined--,--undefined--
2.481910,4,1313.586,439.752,2208.846,566.902,3217.395,488.900,4536.867,405.226,--undefined--,--undefined--
2.488160,4,1298.728,530.069,2248.462,729.025,3294.767,732.653,4331.156,761.650,--undefined--,--undefined--
2.494410,4,1325.369,874.581,2333.694,937.644,3246.468,966.469,4430.901,903.784,--undefined--,--undefined--
2.500660,4,1268.768,1183.859,2866.138,985.203,3073.054,3003.760,4596.815,1240.938,--undefined--,--undefined--
2.506910,4,1065.993,571.027,2441.270,741.250,3275.827,870.154,4394.936,721.821,--undefined--,--undefined--
2.513160,4,1200.415,541.327,2498.539,627.676,3917.273,1151.849,4479.281,1777.679,--undefined--,--undefined--
2.519410,4,1148.860,799.410,2241.951,1261.343,3159.593,1395.957,4164.991,664.948,--undefined--,--undefined--
2.525660,4,830.991,1078.276,1926.661,1238.382,2957.216,1014.115,4152.846,666.374,--undefined--,--undefined--
2.531910,4,1233.051,824.213,2142.614,610.102,3176.536,576.443,4384.251,699.189,--undefined--,--undefined--
2.538160,4,1239.349,638.796,2228.126,761.788,3236.170,510.436,4466.695,607.825,--undefined--,--undefined--
2.544410,4,1206.129,650.932,2318.691,583.559,3295.739,482.947,4347.963,638.832,--undefined--,--undefined--
2.550660,4,1097.835,859.272,2296.449,528.015,3086.398,464.991,4211.185,356.367,--undefined--,--undefined--
2.556910,4,821.440,714.135,2236.047,576.860,3110.938,585.680,4156.784,354.506,--undefined--,--undefined--
2.563160,4,1126.039,713.842,2217.349,512.103,3424.269,683.965,4325.026,560.788,--undefined--,--undefined--
2.569410,4,1414.293,549.591,2200.779,617.288,3406.818,591.901,4386.450,564.554,--undefined--,--undefined--
2.575660,4,1511.898,1675.983,1903.089,1315.863,3127.981,841.431,4465.364,895.326,--undefined--,--undefined--
2.581910,4,1157.513,892.483,2468.527,817.644,3299.687,1121.051,4698.764,1055.767,--undefined--,--undefined--
2.588160,4,1334.349,1330.987,2331.312,740.118,3805.831,4564.998,4092.702,804.302,--undefined--,--undefined--
2.594410,4,555.510,781.572,2060.120,891.133,2642.667,2704.060,3957.543,902.775,--undefined--,--undefined--
2.600660,4,291.554,1002.356,1710.201,649.489,3056.253,608.696,4484.834,907.044,--undefined--,--undefined--
2.606910,4,175.442,1040.249,1874.218,1353.167,2834.637,1593.266,4024.438,1089.671,--undefined--,--undefined--
2.613160,4,1458.146,1259.202,2588.630,749.336,3760.568,613.264,4896.207,750.607,--undefined--,--undefined--
2.619410,4,1258.384,696.382,2797.771,696.064,3722.018,1589.657,4677.910,1366.425,--undefined--,--undefined--
2.625660,3,1329.267,898.628,2857.659,543.851,4253.783,747.494,--undefined--,--undefined--,--undefined--,--undefined--
2.631910,4,964.719,1325.041,2631.247,628.472,2925.496,1994.445,4174.735,576.775,--undefined--,--undefined--
2.638160,4,306.033,1095.931,2001.563,1304.893,2775.136,643.720,4105.674,505.623,--undefined--,--undefined--
2.644410,4,1521.066,1030.773,2964.601,758.859,3081.211,3293.767,4605.127,933.694,--undefined--,--undefined--
2.650660,4,1428.074,486.714,2487.320,405.974,3546.683,383.656,4678.481,573.452,--undefined--,--undefined--
2.656910,4,1336.344,442.837,2442.152,327.946,3522.553,527.959,4526.702,798.476,--undefined--,--undefined--
2.663160,4,1304.438,607.679,2380.538,621.820,3425.776,790.956,4375.675,745.775,--undefined--,--undefined--
2.669410,4,1335.351,744.978,2135.630,632.567,3421.432,399.235,4412.137,485.616,--undefined--,--undefined--
2.675660,4,1366.438,656.582,2199.562,618.214,3430.382,299.655,4345.177,706.430,--undefined--,--undefined--
2.681910,4,1368.401,866.124,2290.020,754.572,3334.217,589.169,4093.165,738.693,--undefined--,--undefined--
2.688160,4,1565.298,950.188,2095.749,1352.165,2912.053,567.610,4207.139,433.538,--undefined--,--undefined--
2.694410,4,1362.700,637.560,2547.073,935.358,3006.678,969.629,4318.632,468.937,--undefined--,--undefined--
2.700660,4,1252.046,663.421,2347.485,598.218,3346.700,416.589,4536.374,662.494,--undefined--,--undefined--
2.706910,4,1197.459,570.984,2418.271,349.653,3449.587,465.870,4530.807,1085.387,--undefined--,--undefined--
2.713160,4,1269.900,920.916,2389.040,309.623,3578.952,735.110,4744.072,648.553,--undefined--,--undefined--
2.719410,5,455.841,1164.868,1614.997,1368.704,2425.523,358.091,3716.898,793.875,4801.580,682.039
2.725660,5,540.153,1095.473,1812.364,902.213,2530.886,166.318,3741.933,679.174,4875.011,980.489
2.731910,5,838.262,1071.583,2090.838,1129.526,2617.209,50.557,3660.164,1296.183,4645.518,1162.097
2.738160,5,961.032,569.218,2320.507,1083.252,2645.507,26.833,3696.774,1625.870,4628.223,1291.543
2.744410,4,1009.696,275.809,2399.742,652.686,2613.749,51.129,3811.960,694.618,--undefined--,--undefined--
2.750660,5,1074.587,379.262,2318.381,534.224,2635.475,108.844,3767.359,557.310,4765.884,2442.313
2.756910,5,1121.759,390.889,2154.164,369.768,2613.925,95.263,3646.420,412.163,4773.295,1471.635
2.763160,5,1137.596,333.882,2092.190,420.794,2538.783,46.966,3593.098,143.778,4703.225,588.708
2.769410,5,1000.793,172.995,2057.823,386.028,2507.167,41.305,3611.480,59.942,4731.021,308.477
2.775660,5,1032.115,240.151,1971.554,324.318,2523.943,78.655,3583.701,75.109,4708.567,366.898
2.781910,5,1116.898,192.541,2139.581,320.985,2530.771,150.728,3609.828,134.135,4747.161,251.035
2.788160,5,1179.041,181.667,2144.136,512.871,2531.167,204.112,3617.881,191.047,4656.537,245.029
2.794410,5,1148.691,179.201,2241.843,732.839,2486.487,274.329,3582.521,264.315,4495.867,226.867
2.800660,5,1134.566,190.443,2045.008,667.066,2506.269,229.510,3579.757,153.102,4590.790,267.930
2.806910,5,1083.528,133.554,1992.377,507.961,2538.186,266.878,3579.974,226.703,4566.306,199.041
2.813160,5,998.256,228.111,1716.837,476.323,2509.290,72.020,3570.769,128.243,4504.461,70.995
2.819410,5,1058.925,180.306,1559.545,494.161,2503.038,44.235,3576.880,204.872,4561.304,111.479
2.825660,5,1043.816,379.404,1479.249,535.293,2481.933,86.319,3632.477,202.522,4508.003,170.488
2.831910,5,569.394,668.537,1232.359,265.996,2479.142,78.462,3619.630,443.588,4410.326,214.299
2.838160,5,594.604,691.337,946.366,505.568,2457.615,173.790,3139.931,1583.093,4330.486,286.194
2.844410,5,629.736,556.425,905.319,268.474,2439.991,127.996,2977.822,1050.845,4311.148,335.399
2.850660,5,723.860,278.643,947.652,348.656,2424.295,122.723,3262.164,757.897,4345.645,140.662
2.856910,5,749.596,223.348,1030.478,343.917,2503.828,206.623,3575.207,459.340,4416.532,75.082
2.863160,5,776.477,267.833,1018.282,478.289,2454.603,168.776,3571.164,443.142,4420.703,81.234
2.869410,5,758.380,232.497,1027.491,492.383,2401.696,101.258,3480.818,447.990,4437.396,112.101
2.875660,5,727.195,229.505,1071.652,486.264,2417.473,106.654,3476.024,397.326,4486.815,89.531
2.881910,5,746.305,203.546,1104.557,424.883,2436.781,84.446,3463.558,496.107,4456.323,99.923
2.888160,5,709.445,211.963,1033.190,283.191,2436.842,74.638,3440.123,326.679,4447.934,134.754
2.894410,5,723.904,221.869,1010.607,322.888,2451.650,92.413,3375.133,469.415,4351.403,159.024
2.900660,5,703.885,185.177,1037.643,266.745,2440.173,97.089,3376.128,286.341,4412.159,217.235
2.906910,5,686.566,182.150,1053.470,168.678,2439.233,97.972,3371.195,291.497,4480.823,205.909
2.913160,5,677.031,193.913,1091.622,146.900,2472.972,151.278,3322.606,413.414,4416.387,156.905
2.919410,5,674.880,194.785,1112.248,168.582,2435.749,200.588,3302.060,376.415,4510.392,106.462
2.925660,5,698.091,122.534,1082.190,168.511,2403.397,164.359,3361.758,324.361,4491.014,190.193
2.931910,5,721.670,117.733,1084.264,195.505,2362.930,221.166,3357.105,288.563,4496.113,195.505
2.938160,5,696.161,149.315,1074.890,185.471,2373.258,145.839,3265.373,342.990,4534.754,103.972
2.944410,5,677.379,145.889,1063.513,140.425,2374.392,170.647,3363.190,327.197,4515.105,169.195
2.950660,5,701.856,156.450,1059.791,177.878,2386.564,172.262,3412.069,374.271,4546.403,92.063
2.956910,5,684.005,167.309,1040.933,183.746,2373.998,296.245,3353.271,463.674,4541.005,179.610
2.963160,5,678.513,191.912,1037.973,211.013,2118.264,607.559,3318.525,465.249,4509.206,372.376
2.969410,5,692.542,135.296,1070.822,154.762,2268.206,558.627,3181.037,841.554,4512.495,292.058
2.975660,5,700.098,138.301,1093.683,165.331,2395.443,241.255,2909.542,1378.090,4519.547,252.146
2.981910,5,710.171,130.864,1097.577,176.061,2429.914,262.447,2766.393,1373.506,4556.729,291.000
2.988160,5,718.814,115.582,1110.523,165.442,2483.926,1575.413,2559.900,181.784,4567.120,244.058
2.994410,5,724.291,107.869,1085.172,200.435,2452.623,292.232,2883.152,1175.510,4488.150,443.461
3.000660,5,731.327,117.124,1050.045,243.933,2495.575,388.459,3055.984,1356.518,4436.883,651.678
3.006910,5,725.478,141.458,1010.278,317.611,2417.687,474.589,3074.924,1115.268,4522.149,296.800
3.013160,5,728.963,177.424,1026.619,360.379,2435.454,422.773,2916.732,1312.921,4540.473,158.317
3.019410,5,729.801,210.953,978.512,317.011,2534.908,329.393,2768.506,2033.636,4482.060,341.187
3.025660,5,696.106,257.383,928.876,213.422,2528.939,329.311,2945.813,1392.333,4562.866,246.873
3.031910,5,671.322,193.602,982.803,164.368,2495.559,242.005,3399.677,660.357,4505.975,658.060
3.038160,5,676.906,229.248,1017.464,218.984,2442.646,379.046,3334.362,668.929,4543.311,90.780
3.044410,5,702.132,359.316,1001.259,320.287,2401.145,559.126,3360.218,1351.716,4562.247,46.755
3.050660,5,631.811,292.875,972.559,183.134,2447.317,481.931,3222.544,1002.873,4569.115,69.066
3.056910,5,642.896,331.818,942.408,157.535,2534.020,210.620,3149.313,1105.530,4584.865,127.507
3.063160,5,619.718,332.891,997.987,184.401,2579.351,228.669,2917.370,1648.409,4590.132,153.918
3.069410,5,662.308,336.439,1039.576,238.491,2607.674,261.557,2651.754,2876.537,4501.791,458.893
3.075660,5,677.766,301.989,1023.406,215.250,2603.360,128.057,3221.786,5122.717,4261.859,775.923
3.081910,4,728.234,240.188,1043.536,250.572,2615.560,111.078,3928.440,723.590,--undefined--,--undefined--
3.088160,4,763.890,171.753,1086.696,284.069,2582.809,91.328,3865.885,703.591,--undefined--,--undefined--
3.094410,4,788.802,105.624,1156.628,384.132,2581.755,102.717,4128.714,849.942,--undefined--,--undefined--
3.100660,4,791.733,131.680,1198.147,331.956,2573.350,59.128,4274.014,693.353,--undefined--,--undefined--
3.106910,4,745.119,300.441,1162.729,197.960,2566.260,38.191,4284.759,671.238,--undefined--,--undefined--
3.113160,4,695.324,406.162,1160.379,137.940,2604.666,52.487,4240.881,735.539,--undefined--,--undefined--
3.119410,4,737.341,494.823,1069.677,278.744,2616.963,62.369,4041.842,944.058,--undefined--,--undefined--
3.125660,4,858.484,245.828,974.296,720.753,2605.186,51.350,3706.636,423.895,--undefined--,--undefined--
3.131910,4,825.036,152.042,1133.821,526.545,2609.205,36.022,3645.991,246.728,--undefined--,--undefined--
3.138160,4,857.075,125.625,905.672,1467.414,2630.192,168.424,3625.399,181.627,--undefined--,--undefined--
3.144410,4,847.805,108.641,1226.545,1488.075,2644.900,506.208,3621.313,157.468,--undefined--,--undefined--
3.150660,4,855.306,212.057,1201.296,644.597,2655.079,382.276,3639.172,146.625,--undefined--,--undefined--
3.156910,4,992.454,852.712,1023.369,393.480,2792.124,1268.082,3661.010,470.354,--undefined--,--undefined--
3.163160,4,923.576,386.721,1194.601,818.011,3049.538,1585.964,3771.005,1033.110,--undefined--,--undefined--
3.169410,4,844.953,158.455,1330.701,484.535,2853.514,799.527,3856.393,689.779,--undefined--,--undefined--
